kind,name,status,seed,lr,rank,alpha,modules,objective,batch,horizon_epochs,planned_stop_epoch,data_file,data_sha256,n_examples,trainable,start,gpu,script_sha256,last_saved_step,trainer_script,kl_coefficient,role,dev_trajectory
training,sample_all_dft_lr1e5_s43,complete,43,1e-05,16,16,qkvo,dft,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_all.jsonl,cd02dccbd429a822e3ccf78a019fc38286949aac0cd51a45fc61cf816085a1e0,1563,4358144,1789005707.1952634,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,392,train.py,0.0,experimental_training,e1:301;e2:298;e3:298;e4:290
training,sample_all_dft_lr5e5_s43,complete,43,5e-05,16,16,qkvo,dft,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_all.jsonl,cd02dccbd429a822e3ccf78a019fc38286949aac0cd51a45fc61cf816085a1e0,1563,4358144,1789006116.2802002,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,392,train.py,0.0,experimental_training,e1:299;e2:289;e3:299;e4:289
training,teacher32_common_teacher7_lr1e5_s43,complete,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher32_common_teacher7.jsonl,5e5bad5324e8b1c167a52a57e785377e9be69d232be4e6e00922b7334ad84b23,1465,4358144,1789006527.0390897,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,368,train.py,0.0,experimental_training,e1:269;e2:270;e3:261;e4:268
training,teacher7_common_teacher32_lr1e5_s43,complete,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher7_common_teacher32.jsonl,7bb4f7cf373c0e57fa69fae6101a4e6272531bb01a1f90dee46f14454d1394d6,1465,4358144,1789006954.3611891,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,368,train.py,0.0,experimental_training,e1:303;e2:297;e3:293;e4:293
training,sample_common_lr1e5_s43,complete,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_common.jsonl,5490c4e758e759bc27d21d94853ce05c7f231a03100c1dd057061a453cf54c6b,1429,4358144,1789007318.1763456,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,360,train.py,0.0,experimental_training,e1:294;e2:296;e3:292;e4:296
training,teacher_common_lr1e5_s43,complete,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher_common.jsonl,e8b5326e66e81e89646f7b8e45571836e1be16fe234cdcc81f12ef392ad18f13,1429,4358144,1789007680.3429253,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,360,train.py,0.0,experimental_training,e1:pending;e2:pending;e3:pending;e4:296
training,sample_common_lr5e5_s43,complete,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_common.jsonl,5490c4e758e759bc27d21d94853ce05c7f231a03100c1dd057061a453cf54c6b,1429,4358144,1789008029.4310422,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,360,train.py,0.0,experimental_training,e1:304;e2:299;e3:305;e4:291
training,teacher_common_lr5e5_s43,complete,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher_common.jsonl,e8b5326e66e81e89646f7b8e45571836e1be16fe234cdcc81f12ef392ad18f13,1429,4358144,1789008391.119897,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,360,train.py,0.0,experimental_training,e1:pending;e2:pending;e3:pending;e4:294
training,expansion32_combined_lr1e5_s43,pending,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/expansion32_combined.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,expansion32_repeat_control_lr1e5_s43,pending,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/expansion32_repeat_control.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_expansion_rawnew_control_lr1e5_s43,pending,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_expansion_rawnew_control.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,expansion32_rawnew_control_lr1e5_s43,pending,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/expansion32_rawnew_control.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,teacher_math7_common_teacher7_lr1e5_s43,pending,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher_math7_common_teacher7.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,teacher7_common_math7_lr1e5_s43,pending,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher7_common_math7.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_all_all64_lr1e5_s43,pending,43,1e-05,64,64,all,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_all.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_all_all64_lr5e5_s43,pending,43,5e-05,64,64,all,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_all.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,teacher32_all_all64_lr1e5_s43,pending,43,1e-05,64,64,all,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher32_all.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,teacher32_all_all64_lr5e5_s43,pending,43,5e-05,64,64,all,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher32_all.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_expansion_common_teacher32_lr1e5_s43,pending,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_expansion_common_teacher32.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,teacher32_expansion_common_sample_lr1e5_s43,pending,43,1e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher32_expansion_common_sample.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_expansion_combined_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_expansion_combined.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_expansion_repeat_control_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_expansion_repeat_control.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,expansion32_combined_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/expansion32_combined.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,expansion32_repeat_control_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/expansion32_repeat_control.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_augmented_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_augmented.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_augmented_rawhard_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_augmented_rawhard.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_greedy_budget_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_greedy_budget.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_multi_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,2,1,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_multi.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,sample_repeat_lr5e5_s43,pending,43,5e-05,16,16,qkvo,token_mean,16,2,1,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/sample_repeat.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,greedy_all16_lr1e5_s43,pending,43,1e-05,16,16,all,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/previous_self.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,greedy_all16_lr5e5_s43,pending,43,5e-05,16,16,all,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/previous_self.jsonl,,,,,,,,train.py,0.0,experimental_training,
training,teacher7_expansion_combined_lr5e5_s44,complete,44,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher7_expansion_combined.jsonl,36e8c84d3c1000d98ad187df51da84cbee1ef5e5d460d98f1d72a2d9c362c209,4145,4358144,1789008753.2698917,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,1040,train.py,0.0,experimental_training,e1:pending;e2:pending;e3:pending;e4:302
training,teacher7_expansion_combined_lr5e5_s45,complete,45,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher7_expansion_combined.jsonl,36e8c84d3c1000d98ad187df51da84cbee1ef5e5d460d98f1d72a2d9c362c209,4145,4358144,1789009777.4524121,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,1040,train.py,0.0,experimental_training,e1:pending;e2:pending;e3:pending;e4:309
training,teacher7_expansion_combined_lr5e5_s46,complete,46,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher7_expansion_combined.jsonl,36e8c84d3c1000d98ad187df51da84cbee1ef5e5d460d98f1d72a2d9c362c209,4145,4358144,1789010793.922586,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,1040,train.py,0.0,experimental_training,e1:pending;e2:pending;e3:pending;e4:308
training,teacher7_expansion_combined_lr5e5_s47,complete,47,5e-05,16,16,qkvo,token_mean,16,8,4,/mnt/micron/yixiaore/adapter/research/sft_generalization_20260909/data/teacher7_expansion_combined.jsonl,36e8c84d3c1000d98ad187df51da84cbee1ef5e5d460d98f1d72a2d9c362c209,4145,4358144,1789011814.7249684,1,845579c65e6e037942a52f560eb79d0b910c4ca385cc78b69874dedac501c31c,1040,train.py,0.0,experimental_training,e1:pending;e2:pending;e3:pending;e4:299
